Date,BAC,CI,CL,COST,CVX,GS,HD,JPM,KO,LOW,MA,MCD,MS,PEP,PG,UNH,V,WMT,XOM,YUM
2022-07-08,28.71009063720703,259.442138671875,70.7597427368164,477.5619201660156,120.41091918945312,268.5135192871094,258.44732666015625,103.79572296142578,56.121116638183594,166.6795654296875,315.3721923828125,230.79827880859375,66.91703033447266,150.73333740234375,129.74588012695312,481.4167785644531,197.04238891601562,39.72023391723633,74.78138732910156,108.64653015136719
2022-07-11,28.412059783935547,260.1112060546875,71.07585144042969,475.048095703125,119.34828186035156,265.5337829589844,258.3752136230469,102.43428802490234,55.94335174560547,165.28468322753906,316.4752502441406,230.83474731445312,66.12340545654297,149.4967803955078,130.65843200683594,479.85748291015625,198.48464965820312,39.736083984375,74.39913177490234,107.96099853515625
2022-07-12,28.321748733520508,259.5907897949219,70.72361755371094,467.1163635253906,117.16385650634766,264.945068359375,257.2294006347656,102.53410339355469,55.70336151123047,166.10142517089844,315.1768493652344,229.19424438476562,66.22807312011719,148.64613342285156,129.5043487548828,477.5089111328125,198.25233459472656,39.61570358276367,73.40877532958984,107.30326080322266
2022-07-13,27.852128982543945,254.38687133789062,70.83198547363281,468.68743896484375,116.37950134277344,262.7895812988281,259.087890625,101.5720443725586,55.44560623168945,167.358642578125,315.67474365234375,230.27877807617188,65.39086151123047,149.1723175048828,130.35426330566406,465.274658203125,197.60379028320312,39.71074295043945,73.70415496826172,108.39639282226562
2022-07-14,27.21091651916504,246.1722412109375,70.7507095336914,487.4646911621094,114.65058135986328,255.03672790527344,261.16290283203125,98.02323913574219,55.26783752441406,167.62477111816406,317.29522705078125,230.21499633789062,65.13793182373047,149.94406127929688,129.9695587158203,466.3793640136719,199.30735778808594,40.48676681518555,72.22728729248047,108.24818420410156
2022-07-15,29.125524520874023,254.72145080566406,70.5791244506836,497.9483642578125,116.09276580810547,266.15869140625,263.80633544921875,102.51595306396484,55.55226516723633,169.7721405029297,324.6557922363281,232.4114227294922,68.0682144165039,150.0667724609375,129.7906036376953,491.7390441894531,203.304931640625,40.88270950317383,73.44353485107422,109.45247650146484
2022-07-18,29.13455581665039,249.36888122558594,69.64891052246094,491.6162109375,117.72050476074219,272.8518981933594,264.3836364746094,101.4631118774414,54.796756744384766,170.4971160888672,323.1329040527344,230.0509796142578,68.77462768554688,147.55870056152344,128.2159423828125,482.1037902832031,200.56565856933594,40.78767776489258,74.79875946044922,109.75819396972656
2022-07-19,30.118955612182617,255.17672729492188,70.01917266845703,495.3582458496094,121.96277618408203,288.0586242675781,270.5003967285156,103.97723388671875,55.57892608642578,174.2256622314453,332.27996826171875,233.7694091796875,71.20781707763672,149.13723754882812,128.8690643310547,495.1735534667969,206.80886840820312,41.03791427612305,76.68395233154297,111.08291625976562
2022-07-20,30.127986907958984,247.8541259765625,68.70166778564453,499.1385192871094,123.57363891601562,291.1380920410156,272.72882080078125,103.95906829833984,54.66342544555664,176.3021697998047,333.1488037109375,232.01953125,71.34735870361328,147.55870056152344,126.64131927490234,482.1966247558594,206.52813720703125,41.3799934387207,77.52661895751953,111.9166488647461
2022-07-21,30.389883041381836,247.51034545898438,69.20142364501953,504.1471252441406,122.62906646728516,295.74810791015625,275.16473388671875,104.66703033447266,54.53899002075195,178.6371612548828,338.664306640625,231.00791931152344,72.4026107788086,147.77792358398438,126.7610855102539,484.9720764160156,209.2577362060547,41.98499298095703,76.23218536376953,111.39786529541016
2022-07-22,30.19120216369629,250.1587371826172,70.39173126220703,504.39453125,121.60853576660156,293.3841247558594,276.59918212890625,104.15876007080078,54.74342727661133,180.5014190673828,335.6966857910156,231.48179626464844,71.8880615234375,148.74256896972656,128.78720092773438,483.9974670410156,206.8475341796875,41.877288818359375,75.650146484375,110.6567611694336
